Datetime,Tweet Id,Text,Username,Category,Clean_text
2023-01-30 17:07:21+00:00,1620106404353933312,Bokep Cewek Jepang Di Entot Kesakitan https://t.co/lMDyO0xHiq,devilsprl,adult,bokep cewek jepang di entot kesakitan
2022-08-26 11:24:59+00:00,1563125349864550400,yg geplak kepala bapak supir ini semoga dapet balesan setimpal ya. anjing pengen marah banget nangis banget liat manusia sering banget menganggap org-org kek bapak ini rendah. cuma karena lu pake mobil lu boleh mukul kepala orang kek gitu? anjing.,adorableninii,abusive,yg geplak kepala bapak supir ini semoga dapet balesan setimpal ya anjing pengen marah banget nangis banget liat manusia sering banget menganggap org org kek bapak ini rendah cuma karena lu pake mobil lu boleh mukul kepala orang kek gitu anjing
2023-01-27 06:23:42+00:00,1618857261618843649,Asyik tersasul takpun typo time texting. Dah berapa hari dah macam ni. Otak fikir lain mulut cakap lain tangan taip lain. Dasar goblok😅,nrl_nazwa,abusive,asyik tersasul takpun typo time texting dah berapa ri dah macam ni otak fikir lain mulut cakap lain tangan taip lain dasar goblok
2023-01-26 08:15:31+00:00,1618523014001487872,"Goblok bgtt tolol, dasar londur",mmbutuhkanduwit,abusive,goblok bgtt tolol dasar londur
2023-01-14 05:50:11+00:00,1614137784012541952,@chwessy Ciuman sama pacar wdyt?,Evoicative,adult,ciuman sama pacar wdyt
2023-01-17 16:42:52+00:00,1615389201071247364,"Pengen coli dari kemaren, tp kayaknya enak dicoliin deh",Ahjussiposoyo,adult,pengen coli dari kemaren tp kayaknya enak dicoliin deh
2023-01-29 02:30:28+00:00,1619523341249052672,Wkwk org tolol yg lahir dari benih pejuh kotor,lrp914,adult,w org tolol yg lahir dari benih pejuh kotor
2023-01-30 18:12:34+00:00,1620122816321560577,pengen gemuk tapi banyak bergadang. bacot lah fan,fanncyjn,abusive,pengen gemuk tapi banyak bergadang bacot lah fan
2023-01-28 06:49:32+00:00,1619226148235534336,ngentot babi anjing kontol bajingan jancok memek pukimak pantek,hikoukiguumo,abusive,ngentot babi anjing kontol bajingan jancok memek pukimak pantek
2022-12-20 08:49:26+00:00,1605123198571642880,@sogoodbyeybr @igiekakurniawan @delkonnn @idextratime Masa yg boleh telanjang lakik doang… terus liat cewe telanjang di kata mesum? Nabi adam dan hawa ketawa ngeliat ini,hjxxq1,adult,masa yg boleh telanjang lakik doang terus liat cewe telanjang di kata mesum nabi adam dan wa ketawa ngeliat ini
2023-01-29 19:03:44+00:00,1619773302964355072,@ndagels najis orang miskin gamampu sok beli beli barang tolol kontol idiot jembut,adielnovandry_,adult,najis orang miskin gamampu sok beli beli barang tolol kontol idiot jembut
2023-01-30 14:05:59+00:00,1620060763653312512,Bokep Arab Toket Gede Dientot Sama Dua Kameramen https://t.co/TgV7OsqOOI,devilsprl,adult,bokep arab toket gede dientot sama dua kameramen
2023-03-13 04:07:05+00:00,1635130333460054016,Kayanya hasil taun ini ngga kontroversial ya. Sesuai harapan. ❤️,ernestprakasa,neutral,kayanya sil taun ini ngga kontroversial ya sesuai rapan
2023-01-20 03:48:41+00:00,1616281532813180928,@cornettomilkita @AREAJULID Dek kan konteksnya lagi bahas seks pranikah. Kenapa lo malah bahas tontonan! Astaga! 🤣 lah tujuan diciptakannya kondom kan salah satu alat pencegah kehamilan! Gimana sih! 🤣 mau seks pranikah atau udah nikahkan itu hak masing-masing dek! 😉,FangirlLampard,adult,dek kan konteksnya lagi bahas seks pranikah kenapa lo malah bahas tontonan astaga lah tujuan diciptakannya kondom kan salah satu alat pencegah kehamilan gimana sih mau seks pranikah atau udah nikahkan itu k masing masing dek
2023-03-15 10:00:02+00:00,1635943933628022785,"Halo #Kawanaksi, kita main tebak kata di #Rabuseru edisi MCP yuk!
MCP adalah upaya KPK melalui Kedeputian Korsup dalam mencegah terjadinya korupsi di daerah dengan 8 area pengawasan pencegahan korupsi.
Lalu apa sih kepanjangan dari MCP? (1/2)
#Rabuseru
#KoordinasidanSupervisi https://t.co/HeYGV21qZ2",KPK_RI,neutral,halo kita main tebak kata di edisi mcp yuk mcp adalah upaya kpk melalui kedeputian korsup dalam mencegah terjadinya korupsi di daerah dengan area pengawasan pencegahan korupsi lalu apa sih kepanjangan dari mcp
2023-01-21 04:25:44+00:00,1616653246571106306,"Sange ahh

#kontolin #PejuhinChallenge #crotinhijab #SANGE_AAAAAAAAAAH #kontolngaceng #chatsek #pejuhinfoto https://t.co/5nkFbQCy68",Aichan008934,adult,sange ahh
2023-03-03 02:21:49+00:00,1631479964674699265,"Yang ditunggu2 tiap bulan, email dari Mbak Alicia...",seagatesoft,neutral,yang ditunggu tiap bulan email dari mbak alicia
2023-01-29 18:19:14+00:00,1619762106567643136,@tanyakanrl 2 hari pejuh,umuydisinii,adult,ri pejuh
2023-01-29 10:52:45+00:00,1619649745231958016,@noonadoongies SIA ANJING TOLOL BNGT KENAPA SIH TUH FNDOM GILA,lhcnmee,abusive,sia anjing tolol bngt kenapa sih tuh fndom gila
2023-01-24 09:44:24+00:00,1617820603121303552,"Pengen ngerasain di siram pejuh nih
#pejuhinfoto #PejuhinChallenge #pejuhinaku #pejuhinmuka #kontolin #kontolngaceng #SANGE_AAAAAAAAA https://t.co/BmgAjoW0MQ",gamem2407,adult,pengen ngerasain di siram pejuh nih
2023-01-29 12:41:21+00:00,1619677073341288449,@tq3illl GILA ANJING,nocvtuary,abusive,gila anjing
2023-01-30 10:47:22+00:00,1620010778547064833,"Di tempat kerja dimana pun tuh ada aja ya orang2 stress yg ga bisa sabar ngajarin anak baru, namanya anak baru masih banyak bingung masih ada salah bukannya maklum malah sewot mulu. Pengen gue sabet pale lu bangsat",__Lina128,abusive,di tempat kerja dimana pun tuh ada aja ya orang stress yg ga bisa sabar ngajarin anak baru namanya anak baru masih banyak bingung masih ada salah bukannya maklum malah sewot mulu pengen gue sabet pale lu bangsat
2023-01-30 20:33:33+00:00,1620158295985258497,"trs w blg ""kl emg lo mau dpt cewe baik baik, lo nya pantes ga buat dptin dia? cewe yg 'baik' tuh deserves a good boy jg lah anjir masa abis sama yg brengsek""",stealinsight,abusive,trs w blg kl emg lo mau dpt cewe baik baik lo nya pantes ga buat dptin dia cewe yg baik tuh deserves a good boy jg lah anjir masa abis sama yg brengsek
2022-03-08 06:24:07+00:00,1501081308495478784,"@DennyDSP77 @Mansek_Mangat @RPrima789 @Hiko00398441 @adies___ @RickyKardjono @Bams_1eng @govindajaya4 @twittisz @AntoniusCDN @arnoldy1230 @LekKacung @anthwf77 @blackblues22223 @siregar_ferro @edi44331822 @the012_aja @al_jendra @AdeMemed2 @memorysongs2022 @hilman_070 🤣😂 kayak mau nepok cewek bahenol, kaga jadi 😂",AyamSegar3,adult,kayak mau nepok cewek bahenol kaga jadi
2023-01-28 07:19:22+00:00,1619233658153615368,@sipil82 Dasar otak tai babi.,utomo_suheri,abusive,dasar otak tai babi
2022-10-10 14:00:21+00:00,1579471904704196609,"@convomf bocah goblok kurang ajar anjing emosi banget kalo jadi ak nder udh ak block asu, ayo nderr km harus bikin batasan kesabaran untuk km sendiri biar ga tertekan asli ini mah beban banget, otaknya mati, minimal sopan santun",melieputrii,abusive,bocah goblok kurang ajar anjing emosi banget kalo jadi ak nder udh ak block asu ayo nderr km rus bikin batasan kesabaran untuk km sendiri biar ga tertekan asli ini mah beban banget otaknya mati minimal sopan santun
2022-11-17 09:55:58+00:00,1593181140487409666,Jin Tomang mana suka cabul sih sama cewek,Jarkoni_aja,adult,jin tomang mana suka cabul sih sama cewek
2023-01-25 18:23:01+00:00,1618313508873187333,"@MarkyNFTs @OrientLabs @lintang_pejuh 
@PejuhSehat 
@pejuh27 
7f75x2CrP1czVAqD7MTbbdAMaT2GqswiV3EM96bsXfZp",xhi_lukebaxekox,adult,f x cr czvaq mtbbdama gqswi bsxfzp
2023-01-13 23:42:17+00:00,1614045198711140353,@Anggundwiptr Ahhh ahhh ahhhhhhh AHHHH (kontol penjaga kolam ngecrot dalem memek ku) ahhhh mhhh,dishalmas,adult,ah ah ah ah kontol penjaga kolam ngecrot dalem memek ku ah mh
2023-03-07 10:56:13+00:00,1633058969571966977,@shofi_surya Amiiinnnn,jiemiardian,neutral,amin
2023-01-13 02:48:33+00:00,1613729687540486145,"@lidyajessi @18fesss Ya ga apa2, lebih bagus tau fetisnya skrg, jd klo mau pisah jg ga sesulit saat sudah menikah. Btw selain mqsalah ekonomi, masalah seks juga bisa jd alasan perceraian loh. Jd ga kalah pnting utk dibicarakan di awal.",awdeehepburn,adult,ya ga apa lebih bagus tau fetisnya skrg jd klo mau pisah jg ga sesulit saat sudah menikah btw selain mqsalah ekonomi masalah seks juga bisa jd alasan perceraian loh jd ga kalah pnting utk dibicarakan di awal
2023-02-19 14:03:59+00:00,1627308014410817536,"Menit ke-71, PSSI takluk 0-2 melawan New Zealand.. 😢",lukmansaifuddin,neutral,menit ke pssi takluk melawan new zealand
2023-03-10 21:53:06+00:00,1634311441854660608,Jangan menyerah jika kamu masih mampu berusaha lagi. Tidak ada kata terakhir sampai kamu berhenti mencoba.,KampusUpdate,neutral,jangan menyerah jika kamu masih mampu berusaha lagi tidak ada kata terakhir sampai kamu berhenti mencoba
2023-01-28 15:41:15+00:00,1619359959774552065,memek dan toket besar,asosiasingewek,adult,memek dan toket besar
2023-01-30 09:09:47+00:00,1619986219538219009,"@_LOVE_AG4EVER Cebong lapar lu,udah fitnah bikin fitnah lagi.dasar pki anjing",Kiki53644481,abusive,cebong lapar lu udah fitnah bikin fitnah lagi dasar pki anjing
2023-03-02 11:25:49+00:00,1631254479491469312,"Kuliah tidak cuma kejar nilai. Belajar berani memilih yg kita suka dan tanggung jawab atas pilihannya.

Kuliah ibarat playground, jalani apa yg disuka, hadapi tantangan.

Jangan takut mencoba dan gagal, ambil hikmah, coba lagi!

Selepas wisuda nanti, hidup bukan untuk coba coba.",KampusUpdate,neutral,kuliah tidak cuma kejar nilai belajar berani memilih yg kita suka dan tanggung jawab atas pilihannya kuliah ibarat playground jalani apa yg disuka dapi tantangan jangan takut mencoba dan gagal ambil hikmah coba lagi selepas wisuda nanti hidup bukan untuk coba coba
2023-03-13 15:55:12+00:00,1635308537806204928,"@bumibatangtoru Kalau buang konjungsinya dan buat jadi kalimat baru bagaimana?

Contoh:
- Asal: Kami sudah menunggu lama, tetapi dosen belum juga tiba.
- Revisi: Kami sudah menunggu lama. Dosen belum juga tiba.",ivanlanin,neutral,kalau buang konjungsinya dan buat jadi kalimat baru bagaimana contoh asal kami sudah menunggu lama tetapi dosen belum juga tiba revisi kami sudah menunggu lama dosen belum juga tiba
2023-01-20 15:02:26+00:00,1616451087392976896,@DharmaSantana2 @Tita83079013 Heh bangsat anjing setan lo dasar bajingan bedebah pengkhianat bangsa lo,IRA37785083,abusive,heh bangsat anjing setan lo dasar bajingan bedebah pengkhianat bangsa lo
2023-01-26 15:22:52+00:00,1618630558212591616,yahmene dolanan listrik dasar pln bajingan,MeidyAlesana_,abusive,yahmene dolanan listrik dasar pln bajingan
2023-01-30 15:29:37+00:00,1620081809760583680,"@nominips BRENGSEK IYA LAGI. gue sampe ""kalo si kj ember ke kejer sampe ujung dunia""",jaeminciawi,abusive,brengsek iya lagi gue sampe kalo si kj ember ke kejer sampe ujung dunia
2022-06-27 23:49:54+00:00,1541569542161195008,Ah makan dulu,Kentu_bigwiin,adult,ah makan dulu
2023-01-30 23:20:42+00:00,1620200361792507904,brengsek kelupaan sakit bgtttttt,konyniis,abusive,brengsek kelupaan sakit bgt
2023-01-30 01:43:52+00:00,1619874002503340033,"Seronok kt sini, cuba banyak anjing, jalan sempit (elak kereta), gelap. Elevation walaupun 700++ tak rasa sangat. Paling tak relax, sejuk gila macam kt oversea https://t.co/jcBwv97rT5",AdilAdham25,abusive,seronok kt sini cuba banyak anjing jalan sempit elak kereta gelap elevation walaupun tak rasa sangat paling tak relax sejuk gila macam kt oversea
2023-03-11 14:39:06+00:00,1634564609733705728,"Sebelum pertandingan menghadapi Liverpool, Bournemouth berada di peringkat ke-20 Klasemen Premier League.

Setelah menghadapi Liverpool dan meraih kemenangan, Bournemouth naik ke peringkat 16 klasemen sementara. 

Terima kasih sedekah poinnya Pul
https://t.co/sbVMrFVC48",gilabola_ina,neutral,sebelum pertandingan menghadapi liverpool bournemouth berada di peringkat ke klasemen premier league setelah menghadapi liverpool dan meraih kemenangan bournemouth naik ke peringkat klasemen sementara terima kasih sedekah poinnya pul
2023-01-27 03:10:22+00:00,1618808606530637824,@Mundiwangi4 Karena mau dipertemukan degan 72 bidadari agar segera pesta seks,HabanglaliK,adult,karena mau dipertemukan degan bidadari agar segera pesta seks
2023-01-30 17:42:31+00:00,1620115254838722560,"Skandal viral cewek sange berat
Bokep indo bokep janda bokep tante bokep viral bokep barat
Bokep Jepang
LINK FULL VIDEO ADA DI BIO
#SANGE_AAAAAAAAA
#SANGE_AAAAAAAAAA
#SANGE_AAAAAAAAAAH https://t.co/dWBcZBWCVr",cacha_gg,adult,skandal viral cewek sange berat bokep indo bokep janda bokep tante bokep viral bokep barat bokep jepang link full video ada di bio
2023-03-16 13:30:00+00:00,1636359158868979713,"Pulau Kalimantan dibagi menjadi wilayah Indonesia (73%), Malaysia (26%), dan Brunei Darussalam (1%).
#MediaIndonesia #ReferensiBangsa #PulauKalimantan
Sumber: https://t.co/wPSJUW5wzB",mediaindonesia,neutral,pulau kalimantan dibagi menjadi wilayah indonesia malaysia dan brunei darussalam sumber
2023-01-27 18:34:17+00:00,1619041118435557376,Kaget ada foto sepong 🥹,karnnayoo,adult,kaget ada foto sepong
2023-03-12 08:14:25+00:00,1634830189934030849,"Baru dikasih tahu teman bahwa 2 hari lalu @tempodotco mengulas pengurangan tiap tahun jatah usiaku. Wah padahal saya bukan pejabat, bukan pengusaha, bukan seleb/artis. BTW makasih
https://t.co/0Ih1P0yxRN",budimandjatmiko,neutral,baru dikasih tahu teman bahwa ri lalu mengulas pengurangan tiap tahun jatah usiaku wah padahal saya bukan pejabat bukan pengusaha bukan seleb artis btw makasih
2023-03-05 08:08:02+00:00,1632291867026153472,"Terminal BBM Pertamina Plumpang, Jakarta Utara, terbakar, Jumat lalu. Saya menyampaikan dukacita mendalam atas jatuhnya korban jiwa dalam peristiwa ini. 

Pagi tadi, saya meninjau salah satu posko pengungsi warga di Rawa Badak Selatan, dan melihat langsung kondisi para pengungsi. https://t.co/1dDlWVNRLe",jokowi,neutral,terminal bbm pertamina plumpang jakarta utara terbakar jumat lalu saya menyampaikan dukacita mendalam atas jatuhnya korban jiwa dalam peristiwa ini pagi tadi saya meninjau salah satu posko pengungsi warga di rawa badak selatan dan melihat langsung kondisi para pengungsi
2023-01-30 00:02:42+00:00,1619848542671212545,KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...,kikimalino,abusive,kamu dasar bajingan gak bisa dipercaya omongannya
2023-01-27 04:22:44+00:00,1618826820396408832,"Walaupun begitu setelah ditinggal emang langsung ngedrop sih wkwkwkwk ngedrop keluar masuk ER sampe opname, ya intinya kayak orang sinting.",ciumzan,abusive,walaupun begitu setelah ditinggal emang langsung ngedrop sih ngedrop keluar masuk er sampe opname ya intinya kayak orang sinting
2023-01-30 09:40:28+00:00,1619993943932043264,@popcornmanis19 orng jelas² elu invite kok mangkanya gua acc taunya malah dimasukin ke room gituan abistu kabur bangsat lu,FDigdoyozat,abusive,orng jelas2 elu invite kok mangkanya gua acc taunya malah dimasukin ke room gituan abistu kabur bangsat lu
2023-01-30 06:04:25+00:00,1619939572317847553,@zzzzzzpai Bangsat lu pai 😭😭😭,primelyy,abusive,bangsat lu pai
2017-10-23 09:04:09+00:00,922388160105013248,Akhirnya naskah buku baru pun selesai. Serah terima naskah ke Pemimpin Redaksi @gagasmedia. Semoga cepat naik cetak. 😂 https://t.co/riDYnsD0RJ,radityadika,neutral,akhirnya naskah buku baru pun selesai serah terima naskah ke pemimpin redaksi semoga cepat naik cetak
2023-01-27 04:40:14+00:00,1618831220783325185,elo tolol yang harusnya dilempar ke neraka bego anjing kesel gue ya setan minggat lo,penggemarf1ks1,abusive,elo tolol yang rusnya dilempar ke neraka bego anjing kesel gue ya setan minggat lo
2023-01-29 14:51:32+00:00,1619709837679673344,@citraayuazhari8 Enak di sepong citra,TriHary45922994,adult,enak di sepong citra
2023-01-30 01:16:48+00:00,1619867192316796929,@tanyarlfes Alhamdulillah udah putus. Kasian cewenya dpt cowo tolol bego goblok kek kamu nder,taehyunggssi_,abusive,alhamdulillah udah putus kasian cewenya dpt cowo tolol bego goblok kek kamu nder
2023-01-30 23:59:33+00:00,1620210139562397696,"@mardiasih Anjing anjing, ini sih setan minder sumpah, perbuatannya udah bener-bener gila",benaldiyudha,abusive,anjing anjing ini sih setan minder sumpah perbuatannya udah bener bener gila
2023-01-28 01:25:53+00:00,1619144700484792322,"@remabgas @TxtdariHI btw, yang di foto terbaru ini kejadiannya di Denmark btw. Orang sinting ini emang sempat bikin statement di akun IG-nya bahwa dia akan ngelakuin aksinya lagi.",AkbarBambang5,abusive,btw yang di foto terbaru ini kejadiannya di denmark btw orang sinting ini emang sempat bikin statement di akun ig nya bahwa dia akan ngelakuin aksinya lagi
2023-01-30 07:53:19+00:00,1619966978336382977,tp boong anjing aku gamon masa orang gila gimana ini eh,samoyebd,abusive,tp boong anjing aku gamon masa orang gila gimana ini eh
2023-03-16 12:16:34+00:00,1636340680577675265,VIDEO: Jaulah Nasihati Sekelompok Pria yang Diduga Sedang Berjudi https://t.co/DeyBrZeKwN,liputan6dotcom,neutral,video jaulah nasihati sekelompok pria yang diduga sedang berjudi
2022-11-24 11:00:30+00:00,1595734097439006721,@insomniaczs @idextratime Kakek Sugiono aja masih suka cewek yg bahenol dan cantik lu yg muda dan ganteng kok sukanya sesama jenis sih jer 🤮🤦,Chihuahua_65,adult,kakek sugiono aja masih suka cewek yg bahenol dan cantik lu yg muda dan ganteng kok sukanya sesama jenis sih jer
2023-03-16 16:54:08+00:00,1636410531476295681,Anugerah BUMN 2023: Pos Indonesia Group Sabet 3 Penghargaan Sekaligus https://t.co/ugIvQO5hyL,liputan6dotcom,neutral,anugerah bumn pos indonesia group sabet penghargaan sekaligus
2023-01-29 08:08:15+00:00,1619608346209980416,"tuhan kasih kamu otak yang cerdas, tapi kamu milih jadi orang tolol.",annisabcdee,abusive,tuhan kasih kamu otak yang cerdas tapi kamu milih jadi orang tolol
2023-03-14 02:42:04+00:00,1635471328533966848,"Docquity adalah platform media sosial khusus dokter yang terbesar di kawasan asia. Para dokter bisa dengan mudah berinteraksi dengan sejawat dimana saja mereka berada.

@docquity bisa diunduh gratis di PlayStore dan AppStore.

@Docquity_ID",blogdokter,neutral,docquity adalah platform media sosial khusus dokter yang terbesar di kawasan asia para dokter bisa dengan mudah berinteraksi dengan sejawat dimana saja mereka berada bisa diunduh gratis di playstore dan appstore
2023-03-16 04:35:16+00:00,1636224590853619718,"Tak Asal Dilahap, Begini Cara Makan Dimsum yang Benar https://t.co/Ta0yBUGQkk",detikfood,neutral,tak asal dilahap begini cara makan dimsum yang benar
2023-01-30 03:51:16+00:00,1619906064132231172,gajelas lu bangsat mending diem,noty0urpiu,abusive,gajelas lu bangsat mending diem
2022-09-26 14:42:51+00:00,1574409169134034945,"Ia pun melanjutkan, “Selama polisi sistemnya seperti ini; artinya polisi tidak diawasi oleh suatu kekuatan yang besar untuk meredam atau mengendalikan diskresi kepolisian &amp; kewenangan itu, praktik penyimpangan akan terus terjadi.” https://t.co/qlIWhhVHQM",AimanWitjaksono,neutral,ia pun melanjutkan selama polisi sistemnya seperti ini artinya polisi tidak diawasi oleh suatu kekuatan yang besar untuk meredam atau mengendalikan diskresi kepolisian amp kewenangan itu praktik penyimpangan akan terus terjadi
2023-01-22 11:32:02+00:00,1617122914767368193,@alfiiy_nr @Wajahnya @iniakuhelmpink Di waktu thawaf yg jaga itu askar. Tentara /polisinya Arab saudi. Mereka menjaga jamaah yg nyebelin. Dan copet2 gitu. Jd kalau askarnya melihat langsung di tarik keluar. Gk peduli cewek atau cowok. Apalagi itu cabul yg melihat 2 Askar. Ya udh terima nasib aja,Ilma18728899978,adult,di waktu thawaf yg jaga itu askar tentara polisinya arab saudi mereka menjaga jamaah yg nyebelin dan copet gitu jd kalau askarnya melihat langsung di tarik keluar gk peduli cewek atau cowok apalagi itu cabul yg melihat askar ya udh terima nasib aja
2023-01-29 04:12:06+00:00,1619548918043516930,"kesel banget kontol pas liat ini, kek lo apaan si anj ricis nabati aselole. jangan dipaksa kalo ada orang yg gamau cerita cuma buat konten lo doang asu",arabellies,adult,kesel banget kontol pas liat ini kek lo apaan si anj ricis nabati aselole jangan dipaksa kalo ada orang yg gamau cerita cuma buat konten lo doang asu
2023-01-30 21:42:03+00:00,1620175535430328323,"@an_ti_ka_drun Yang anjing""kandrun yg punya akun.
Dasar memek ibunya km yg kandrun.
yg py akun hasilnya jual memek ibumya",davied_damara,abusive,yang anjing kandrun yg punya akun dasar memek ibunya km yg kandrun yg py akun silnya jual memek ibumya
2023-01-30 07:05:30+00:00,1619954942210617353,"@tigerrxbunny @nowwhatw mark lee 99L banh tua mata lo picek, lu kalo di ajak adu bacot ama mark lee juga kalah aowjdiejdhej mampus",jenaisjunie,abusive,mark lee l banh tua mata lo picek lu kalo di ajak adu bacot ama mark lee juga kalah aowjdiejdhej mampus
2016-06-06 11:44:04+00:00,739784920403300352,Famous wannabe.. or wanna have some money? https://t.co/pYCdxueD98,chaniefbs,neutral,famous wannabe or wanna ve some money
2023-01-30 19:13:30+00:00,1620138149606313984,"Video Bokep indo viral Jepang
Video viral bokep indo
https://t.co/vavJfp23Yr",lusi54697094,adult,video bokep indo viral jepang video viral bokep indo
2023-01-15 03:15:20+00:00,1614461201421066241,@ssefnum CIUMAN GAK HARUS SAMA PACAR WLE,niapedia,adult,ciuman gak harus sama pacar wle
2023-01-30 06:18:22+00:00,1619943082761535491,@18fesss Cowok yg akan tanggung jawab mah gak bakalan banyak bacot manis,marcelldinata12,abusive,cowok yg akan tanggung jawab mah gak bakalan banyak bacot manis
2022-11-28 01:10:23+00:00,1597035141406527488,@AccountGuee Gw yg dlu udah gak ada pergi gara2lo dasar Lo anjay 😁,Heri51018565,abusive,gw yg dlu udah gak ada pergi gara lo dasar lo anjay
2023-01-16 06:30:30+00:00,1614872704867528705,"@ndagels Kalau dulu malah gentleman, mau ngeseks ya beli atau nikah sekalian. Dulu teman-teman gak ada kepikiran untuk menghamili apalagi memperkosa anak orang. Aturan sekolah dan sanksi sosial dulu ketat.",AlterPapamuda,adult,kalau dulu malah gentleman mau ngeseks ya beli atau nikah sekalian dulu teman teman gak ada kepikiran untuk menghamili apalagi memperkosa anak orang aturan sekolah dan sanksi sosial dulu ketat
2023-03-16 20:06:10+00:00,1636458856904818688,"Atlet Voli Yolla Yuliana Fix Wibu, Paras Cantiknya Cocok Jadi Anime https://t.co/rgzRTmMTsc",tvOneNews,neutral,atlet voli yolla yuliana fix wibu paras cantiknya cocok jadi anime
2023-01-24 04:39:53+00:00,1617743972126060544,"@cxhangmin KANAN ANJING GUA AJ MASI LIAT ELU, LU AJA KONTOL KEMANA TAU",wenwwu,adult,kanan anjing gua aj masi liat elu lu aja kontol kemana tau
2023-01-29 15:43:32+00:00,1619722922427547648,"Emang sinting, sejak kapan bts numpang nama sama idol yg jadi rookie abadi wlwk",kookoopandan_,abusive,emang sinting sejak kapan bts numpang nama sama idol yg jadi rookie abadi wl
2023-03-10 14:54:01+00:00,1634205974641668102,"@UCIKINI Ya maaf typo, bhayangkara presisi",Andiarief__,neutral,ya maaf typo bhayangkara presisi
2022-11-11 08:02:27+00:00,1590978246711332865,"Have you ever wondering how is data scientist in real life? Check this out, Data Scientist at @tiket  https://t.co/jsiZPEBBLT",boedybios,neutral,have you ever wondering how is data scientist in real life check this out data scientist at
2023-01-29 06:14:07+00:00,1619579625696538625,@ask_AXIS DASAR AXIS PENCURI PULSA BABI,Slotgac36943284,abusive,dasar axis pencuri pulsa babi
2023-01-30 21:12:45+00:00,1620168162120695810,@Simbok_Dharmi orang2 pengkhianat demokrasi dan picik pendukung dinasti banyak bacot,fxspeed2,abusive,orang pengkhianat demokrasi dan picik pendukung dinasti banyak bacot
2022-06-30 06:10:09+00:00,1542390010883674117,"@IgoyIni @CNNIndonesia Belajar jangan setengah2, kalau orang cabul penuh tatto mulut bau miras liat cewek cantik malam2 dijalan sendirian lalu si cabul mendekati dan bertanya ""mbak bisa antarkan saya ke anu?"" Kalau si cewek berprasangka baik ke orang itu yaudah diperkosa/diculik aja itu cewek.",zulfirebbel,adult,belajar jangan setengah kalau orang cabul penuh tatto mulut bau miras liat cewek cantik malam dijalan sendirian lalu si cabul mendekati dan bertanya mbak bisa antarkan saya ke anu kalau si cewek berprasangka baik ke orang itu yaudah diperkosa diculik aja itu cewek
2022-06-14 19:32:55+00:00,1536793827608240129,"1-0
HAYO DOAIN INDONESIA LAWAN NEPAL MENANG DENGAN SKOR BERAPAAAA? https://t.co/kvftltWc28",ArieKuntung,neutral,hayo doain indonesia lawan nepal menang dengan skor berapa
2022-12-11 02:39:57+00:00,1601768723819339776,"Ternyata ngak bisa jadi wanita mandiri, karena pas memek gatel kita perlu lelaki. https://t.co/rbTUJ6OCQ3",ida_arhma,adult,ternyata ngak bisa jadi wanita mandiri karena pas memek gatel kita perlu lelaki
2023-01-03 04:04:56+00:00,1610125030503112704,Tidak mudah menjaga stabilitas ekonomi negara sambil terus berusaha meringankan beban masyarakat. Tapi tantangan akan #KitaAtasi 🙏 https://t.co/8mVxnt5Lbr,erickthohir,neutral,tidak mudah menjaga stabilitas ekonomi negara sambil terus berusaha meringankan beban masyarakat tapi tantangan akan
2023-01-02 14:22:39+00:00,1609918095115849732,"Seru banget Day 1  nya..

Congrats buat 4 pemenang yang lolos ke babak berikutnya, besok masih ada kloter 2 untuk pertandingan 16 besarnya

Let's go!!

https://t.co/iv4lS5C6w4 https://t.co/T1Az17AsSB",sandhikagalih,neutral,seru banget day nya congrats buat pemenang yang os ke babak berikutnya besok masih ada kloter untuk pertandingan besarnya let s go
2023-01-14 00:53:52+00:00,1614063211971751937,@araraamu Pagi pagi udah ngeseks lagi kak hihi,dishalmas,adult,pagi pagi udah ngeseks lagi kak hihi
2023-01-30 23:05:19+00:00,1620196490244407297,Bokep Indo Pasangan Prostitusi Hubungan Seks Disofa Terasa Empuk https://t.co/166gpQv8WZ,devilsprl,adult,bokep indo pasangan prostitusi hubungan seks disofa terasa empuk
2022-07-07 12:00:44+00:00,1545014951680839682,"Saiki sansaya rame ponpes sing penguruse dhå kurang ajar mbek santrine.Isa-isane iki ngeri tenan nèk maca ceritane sidkiyah.Bapake isa kok ngana""ini urusan keluarga"" lha asu! Ngana isa disebut kiai. Ngana sing mbela, itu hanya oknum. Sing nde agama rak nggenah, sing atheis mboh.",fruktosita,abusive,saiki sansaya rame ponpes sing penguruse dha kurang ajar mbek santrine isa isane iki ngeri tenan nek maca ceritane sidkiyah bapake isa kok ngana ini urusan keluarga lha asu ngana isa disebut kiai ngana sing mbela itu nya oknum sing nde agama rak nggenah sing atheis mboh
2023-01-20 16:40:15+00:00,1616475703486353408,"@hfhfgb76 @AlfarizkiRakyan @sosmedkeras Ini pemikiran cowok"" otak bok3p ya, kalo cowok benar"" sayang ke pasangan nya pasti bakal dijaga 
Cowok mesum mau punya cewek banyak prestasi sekalipun tetap aja bakal mikirnya selangkangan terus ngga mikir yang lain",skybluesky98,adult,ini pemikiran cowok otak bok p ya kalo cowok benar sayang ke pasangan nya pasti bakal dijaga cowok mesum mau punya cewek banyak prestasi sekalipun tetap aja bakal mikirnya selangkangan terus ngga mikir yang lain
